File Name,Extension,Size,Created,Modified,Accessed,Path
SEUS_FAL_IDW_Symphurus_plagiusa_2006.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2006.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2007.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2007.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2008.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2008.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2009.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2009.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2010.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2010.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2011.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2011.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2012.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:31,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2012.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2013.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2013.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2014.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2014.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2015.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2015.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2016.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2016.tif
SEUS_FAL_IDW_Symphurus_plagiusa_2017.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Symphurus plagiusa\SEUS_FAL_IDW_Symphurus_plagiusa_2017.tif
SEUS_FAL_IDW_Synodus_foetens_1989.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1989.tif
SEUS_FAL_IDW_Synodus_foetens_1990.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1990.tif
SEUS_FAL_IDW_Synodus_foetens_1991.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1991.tif
SEUS_FAL_IDW_Synodus_foetens_1992.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1992.tif
SEUS_FAL_IDW_Synodus_foetens_1993.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1993.tif
SEUS_FAL_IDW_Synodus_foetens_1994.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:32,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1994.tif
SEUS_FAL_IDW_Synodus_foetens_1995.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1995.tif
SEUS_FAL_IDW_Synodus_foetens_1996.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1996.tif
SEUS_FAL_IDW_Synodus_foetens_1997.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1997.tif
SEUS_FAL_IDW_Synodus_foetens_1998.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1998.tif
SEUS_FAL_IDW_Synodus_foetens_1999.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_1999.tif
SEUS_FAL_IDW_Synodus_foetens_2000.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2000.tif
SEUS_FAL_IDW_Synodus_foetens_2001.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2001.tif
SEUS_FAL_IDW_Synodus_foetens_2002.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2002.tif
SEUS_FAL_IDW_Synodus_foetens_2003.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:33,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2003.tif
SEUS_FAL_IDW_Synodus_foetens_2004.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2004.tif
SEUS_FAL_IDW_Synodus_foetens_2005.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2005.tif
SEUS_FAL_IDW_Synodus_foetens_2006.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2006.tif
SEUS_FAL_IDW_Synodus_foetens_2007.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2007.tif
SEUS_FAL_IDW_Synodus_foetens_2008.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2008.tif
SEUS_FAL_IDW_Synodus_foetens_2009.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2009.tif
SEUS_FAL_IDW_Synodus_foetens_2010.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2010.tif
SEUS_FAL_IDW_Synodus_foetens_2011.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2011.tif
SEUS_FAL_IDW_Synodus_foetens_2012.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:34,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2012.tif
SEUS_FAL_IDW_Synodus_foetens_2013.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2013.tif
SEUS_FAL_IDW_Synodus_foetens_2014.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2014.tif
SEUS_FAL_IDW_Synodus_foetens_2015.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2015.tif
SEUS_FAL_IDW_Synodus_foetens_2016.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2016.tif
SEUS_FAL_IDW_Synodus_foetens_2017.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Synodus foetens\SEUS_FAL_IDW_Synodus_foetens_2017.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1989.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1989.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1990.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1990.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1991.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1991.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1992.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:41,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1992.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1993.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1993.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1994.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1994.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1995.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1995.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1996.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1996.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1997.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1997.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1998.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1998.tif
SEUS_FAL_IDW_Trachinotus_carolinus_1999.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_1999.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2000.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2000.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2001.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2001.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2002.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2002.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2003.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2003.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2004.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2004.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2005.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2005.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2006.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2006.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2007.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2007.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2008.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2008.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2009.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2009.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2010.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2010.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2011.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:43,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2011.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2012.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2012.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2013.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2013.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2014.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2014.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2015.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2015.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2016.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2016.tif
SEUS_FAL_IDW_Trachinotus_carolinus_2017.tif,.tif,579.48 KB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 14:47:44,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\April 1 2023\Images\SEUS_FAL_IDW\Trachinotus carolinus\SEUS_FAL_IDW_Trachinotus_carolinus_2017.tif
