"","Region","SurveyName","Year","Species","Common","Bin","WTCPUE","HaulProportion","HaulBin"
"10514","Northeast US","NEFSC Fall Bottom Trawl","2005","Ovalipes ocellatus","Ocellate lady crab","Less Common",2.046,0.0283400809716599,"Rare"
"10515","Northeast US","NEFSC Fall Bottom Trawl","2005","Ovalipes stephensoni","Coarsehand lady crab","Rare",0.157,0.0121457489878543,"Rare"
"10516","Northeast US","NEFSC Fall Bottom Trawl","2005","Pandalus borealis","Atlantic northern shrimp","Common",129.785,0.178137651821862,"Less Common"
"10517","Northeast US","NEFSC Fall Bottom Trawl","2005","Pandalus montagui","Aesop shrimp","Common",19.655,0.0728744939271255,"Rare"
"10518","Northeast US","NEFSC Fall Bottom Trawl","2005","Paralichthys dentatus","Summer flounder","Common",245.434,0.182186234817814,"Less Common"
"10519","Northeast US","NEFSC Fall Bottom Trawl","2005","Pasiphaea multidentata","Pink glass shrimp","Less Common",2.399,0.0850202429149798,"Rare"
"10520","Northeast US","NEFSC Fall Bottom Trawl","2005","Peprilus triacanthus","American butterfish","Common",214.784,0.453441295546559,"Common"
"10521","Northeast US","NEFSC Fall Bottom Trawl","2005","Peristedion miniatum","Armored searobin","Rare",0.58,0.00404858299595142,"Rare"
"10522","Northeast US","NEFSC Fall Bottom Trawl","2005","Phycis chesteri","Longfin hake","Rare",0.278,0.0121457489878543,"Rare"
"10523","Northeast US","NEFSC Fall Bottom Trawl","2005","Placopecten magellanicus","Atlantic sea scallop","Common",263.881,0.392712550607287,"Common"
"10524","Northeast US","NEFSC Fall Bottom Trawl","2005","Pollachius virens","Pollock","Highly Abundant",1304.677,0.149797570850202,"Less Common"
"10525","Northeast US","NEFSC Fall Bottom Trawl","2005","Polymixia lowei","Beardfish","Less Common",1.02,0.00809716599190283,"Rare"
"10526","Northeast US","NEFSC Fall Bottom Trawl","2005","Pomatomus saltatrix","Bluefish","Common",198.991,0.109311740890688,"Less Common"
"10527","Northeast US","NEFSC Fall Bottom Trawl","2005","Pontophilus norvegicus","Norwegian shrimp","Rare",0.023,0.0202429149797571,"Rare"
"10528","Northeast US","NEFSC Fall Bottom Trawl","2005","Prionotus carolinus","Northern searobin","Common",47.624,0.133603238866397,"Less Common"
"10529","Northeast US","NEFSC Fall Bottom Trawl","2005","Prionotus evolans","Striped searobin","Common",3.965,0.0242914979757085,"Rare"
"10530","Northeast US","NEFSC Fall Bottom Trawl","2005","Pseudopleuronectes americanus","Winter flounder","Abundant",375.906,0.226720647773279,"Less Common"
"10531","Northeast US","NEFSC Fall Bottom Trawl","2005","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Common",23,0.0161943319838057,"Rare"
"10532","Northeast US","NEFSC Fall Bottom Trawl","2005","Rostroraja eglanteria","Clearnose skate","Common",53.88,0.0647773279352227,"Rare"
"10533","Northeast US","NEFSC Fall Bottom Trawl","2005","Sardinella aurita","Spanish sardine","Rare",0.036,0.0121457489878543,"Rare"
"10534","Northeast US","NEFSC Fall Bottom Trawl","2005","Scomber scombrus","Atlantic mackerel","Less Common",3.281,0.0526315789473684,"Rare"
"10535","Northeast US","NEFSC Fall Bottom Trawl","2005","Scomberomorus maculatus","Spanish mackerel","Less Common",3.38,0.00809716599190283,"Rare"
"10536","Northeast US","NEFSC Fall Bottom Trawl","2005","Scophthalmus aquosus","Windowpane flounder","Common",92.809,0.218623481781377,"Less Common"
"10537","Northeast US","NEFSC Fall Bottom Trawl","2005","Scyliorhinus retifer","Chain catshark","Common",6.229,0.0364372469635627,"Rare"
"10538","Northeast US","NEFSC Fall Bottom Trawl","2005","Sebastes fasciatus","Acadian redfish","Highly Abundant",2289.264,0.271255060728745,"Common"
"10539","Northeast US","NEFSC Fall Bottom Trawl","2005","Selene setapinnis","Atlantic moonfish","Rare",0.008,0.0121457489878543,"Rare"
"10540","Northeast US","NEFSC Fall Bottom Trawl","2005","Sphoeroides maculatus","Northern puffer","Less Common",0.709,0.0283400809716599,"Rare"
"10541","Northeast US","NEFSC Fall Bottom Trawl","2005","Sphyraena borealis","Northern sennet","Less Common",1.535,0.00809716599190283,"Rare"
"10542","Northeast US","NEFSC Fall Bottom Trawl","2005","Squalus acanthias","Spiny dogfish","Highly Abundant",14528.719,0.42914979757085,"Common"
"10543","Northeast US","NEFSC Fall Bottom Trawl","2005","Stenotomus chrysops","Scup","Common",213.407,0.097165991902834,"Rare"
"10544","Northeast US","NEFSC Fall Bottom Trawl","2005","Synodus foetens","Inshore lizardfish","Rare",0.24,0.00404858299595142,"Rare"
"10545","Northeast US","NEFSC Fall Bottom Trawl","2005","Tautogolabrus adspersus","Cunner","Common",7.249,0.0323886639676113,"Rare"
"10546","Northeast US","NEFSC Fall Bottom Trawl","2005","Trachurus lathami","Rough scad","Less Common",0.753,0.0121457489878543,"Rare"
"10547","Northeast US","NEFSC Fall Bottom Trawl","2005","Trichiurus lepturus","Atlantic cutlassfish","Rare",0.34,0.00404858299595142,"Rare"
"10548","Northeast US","NEFSC Fall Bottom Trawl","2005","Urophycis chuss","Red hake","Common",194.779,0.558704453441296,"Common"
"10549","Northeast US","NEFSC Fall Bottom Trawl","2005","Urophycis regia","Spotted hake","Common",235.508,0.356275303643725,"Common"
"10550","Northeast US","NEFSC Fall Bottom Trawl","2005","Urophycis tenuis","White hake","Common",239.507,0.222672064777328,"Less Common"
"10551","Northeast US","NEFSC Fall Bottom Trawl","2005","Zenopsis conchifer","Silvery john dory","Less Common",0.964,0.0161943319838057,"Rare"
"10552","Northeast US","NEFSC Fall Bottom Trawl","2005","Zoarces americanus","Ocean pout","Common",22.651,0.11336032388664,"Less Common"
"10553","Northeast US","NEFSC Fall Bottom Trawl","2006","Alosa aestivalis","Blueback herring","Less Common",2.08,0.0109090909090909,"Rare"
"10554","Northeast US","NEFSC Fall Bottom Trawl","2006","Alosa pseudoharengus","Alewife","Common",101.37,0.08,"Rare"
"10555","Northeast US","NEFSC Fall Bottom Trawl","2006","Alosa sapidissima","American shad","Common",6.406,0.0509090909090909,"Rare"
"10556","Northeast US","NEFSC Fall Bottom Trawl","2006","Amblyraja radiata","Thorny skate","Common",116.253,0.0909090909090909,"Rare"
"10557","Northeast US","NEFSC Fall Bottom Trawl","2006","Ammodytes dubius","Northern sand lance","Common",18.328,0.134545454545455,"Less Common"
"10558","Northeast US","NEFSC Fall Bottom Trawl","2006","Anarhichas lupus","Atlantic wolffish","Rare",0.118,0.0109090909090909,"Rare"
"10559","Northeast US","NEFSC Fall Bottom Trawl","2006","Anchoa hepsetus","Striped anchovy","Common",43.653,0.0763636363636364,"Rare"
"10560","Northeast US","NEFSC Fall Bottom Trawl","2006","Anchoa mitchilli","Bay anchovy","Common",33.886,0.08,"Rare"
"10561","Northeast US","NEFSC Fall Bottom Trawl","2006","Antigonia capros","Deepbody boarfish","Common",94.18,0.00363636363636364,"Rare"
"10562","Northeast US","NEFSC Fall Bottom Trawl","2006","Ariomma bondi","Silver rag driftfish","Less Common",1.219,0.04,"Rare"
"10563","Northeast US","NEFSC Fall Bottom Trawl","2006","Aspidophoroides monopterygius","Alligatorfish","Rare",0.011,0.0218181818181818,"Rare"
"10564","Northeast US","NEFSC Fall Bottom Trawl","2006","Atlantopandalus propinqvus","Similar shrimp","Less Common",1.223,0.0436363636363636,"Rare"
"10565","Northeast US","NEFSC Fall Bottom Trawl","2006","Bathypolypus arcticus","North atlantic octopus","Rare",0.236,0.0290909090909091,"Rare"
"10566","Northeast US","NEFSC Fall Bottom Trawl","2006","Bathytoshia centroura","Roughtail stingray","Abundant",448.26,0.0363636363636364,"Rare"
"10567","Northeast US","NEFSC Fall Bottom Trawl","2006","Brosme brosme","Cusk","Common",9.4,0.0254545454545455,"Rare"
"10568","Northeast US","NEFSC Fall Bottom Trawl","2006","Cancer borealis","Jonah crab","Common",8.561,0.152727272727273,"Less Common"
"10569","Northeast US","NEFSC Fall Bottom Trawl","2006","Cancer irroratus","Atlantic rock crab","Less Common",0.702,0.123636363636364,"Less Common"
"10570","Northeast US","NEFSC Fall Bottom Trawl","2006","Caranx crysos","Blue runner","Less Common",2.226,0.0290909090909091,"Rare"
"10571","Northeast US","NEFSC Fall Bottom Trawl","2006","Centropristis striata","Black sea bass","Common",25.51,0.127272727272727,"Less Common"
"10572","Northeast US","NEFSC Fall Bottom Trawl","2006","Chaceon quinquedens","Red deepsea crab","Common",3.977,0.0145454545454545,"Rare"
"10573","Northeast US","NEFSC Fall Bottom Trawl","2006","Chlorophthalmus agassizi","Shortnose greeneye","Rare",0.172,0.0363636363636364,"Rare"
"10574","Northeast US","NEFSC Fall Bottom Trawl","2006","Citharichthys arctifrons","Gulf stream flounder","Common",12.349,0.214545454545455,"Less Common"
"10575","Northeast US","NEFSC Fall Bottom Trawl","2006","Clupea harengus","Atlantic herring","Highly Abundant",954.368,0.269090909090909,"Common"
"10576","Northeast US","NEFSC Fall Bottom Trawl","2006","Cryptacanthodes maculatus","Wrymouth","Less Common",1.9,0.00727272727272727,"Rare"
"10577","Northeast US","NEFSC Fall Bottom Trawl","2006","Cynoscion regalis","Weakfish","Common",241.154,0.105454545454545,"Less Common"
"10578","Northeast US","NEFSC Fall Bottom Trawl","2006","Decapterus punctatus","Round scad","Common",18.194,0.0654545454545455,"Rare"
"10579","Northeast US","NEFSC Fall Bottom Trawl","2006","Dichelopandalus leptocerus","Bristled longbeak","Common",18.314,0.116363636363636,"Less Common"
"10580","Northeast US","NEFSC Fall Bottom Trawl","2006","Dipturus laevis","Barndoor skate","Common",241.4,0.12,"Less Common"
"10581","Northeast US","NEFSC Fall Bottom Trawl","2006","Doryteuthis pealeii","Longfin inshore squid","Highly Abundant",2212.394,0.625454545454545,"Common"
"10582","Northeast US","NEFSC Fall Bottom Trawl","2006","Enchelyopus cimbrius","Fourbeard rockling","Less Common",2.374,0.0690909090909091,"Rare"
"10583","Northeast US","NEFSC Fall Bottom Trawl","2006","Etrumeus sadina","Round herring","Common",20.729,0.0509090909090909,"Rare"
"10584","Northeast US","NEFSC Fall Bottom Trawl","2006","Gadus morhua","Atlantic cod","Abundant",730.006,0.189090909090909,"Less Common"
"10585","Northeast US","NEFSC Fall Bottom Trawl","2006","Glyptocephalus cynoglossus","Witch flounder","Common",41.473,0.174545454545455,"Less Common"
"10586","Northeast US","NEFSC Fall Bottom Trawl","2006","Helicolenus dactylopterus","Blackbelly rosefish","Common",44.9,0.0618181818181818,"Rare"
"10587","Northeast US","NEFSC Fall Bottom Trawl","2006","Hemitripterus americanus","Sea raven","Common",172.657,0.178181818181818,"Less Common"
"10588","Northeast US","NEFSC Fall Bottom Trawl","2006","Hippoglossina oblonga","American fourspot flounder","Common",245.391,0.367272727272727,"Common"
"10589","Northeast US","NEFSC Fall Bottom Trawl","2006","Hippoglossoides platessoides","American plaice","Common",228.353,0.250909090909091,"Common"
"10590","Northeast US","NEFSC Fall Bottom Trawl","2006","Hippoglossus hippoglossus","Atlantic halibut","Common",8.54,0.0181818181818182,"Rare"
"10591","Northeast US","NEFSC Fall Bottom Trawl","2006","Homarus americanus","American lobster","Abundant",378.364,0.403636363636364,"Common"
"10592","Northeast US","NEFSC Fall Bottom Trawl","2006","Hypanus say","Bluntnose stingray","Common",205.24,0.0436363636363636,"Rare"
"10593","Northeast US","NEFSC Fall Bottom Trawl","2006","Illex illecebrosus","Northern shortfin squid","Abundant",725.894,0.549090909090909,"Common"
"10594","Northeast US","NEFSC Fall Bottom Trawl","2006","Larimus fasciatus","Banded drum","Common",5.124,0.0218181818181818,"Rare"
"10595","Northeast US","NEFSC Fall Bottom Trawl","2006","Leiostomus xanthurus","Spot","Abundant",350.815,0.0872727272727273,"Rare"
"10596","Northeast US","NEFSC Fall Bottom Trawl","2006","Lepophidium profundorum","Fawn cusk-eel","Common",9.771,0.0909090909090909,"Rare"
"10597","Northeast US","NEFSC Fall Bottom Trawl","2006","Leucoraja erinaceus","Little skate","Highly Abundant",945.455,0.374545454545455,"Common"
"10598","Northeast US","NEFSC Fall Bottom Trawl","2006","Leucoraja garmani","Rosette skate","Common",7.043,0.04,"Rare"
"10599","Northeast US","NEFSC Fall Bottom Trawl","2006","Leucoraja ocellata","Winter skate","Highly Abundant",1008.15,0.214545454545455,"Less Common"
"10600","Northeast US","NEFSC Fall Bottom Trawl","2006","Limulus polyphemus","Horseshoe crab","Common",8.9,0.0181818181818182,"Rare"
"10601","Northeast US","NEFSC Fall Bottom Trawl","2006","Lithodes maja","Norway king crab","Rare",0.434,0.0109090909090909,"Rare"
"10602","Northeast US","NEFSC Fall Bottom Trawl","2006","Lophius americanus","Monkfish","Common",226.115,0.265454545454545,"Common"
"10603","Northeast US","NEFSC Fall Bottom Trawl","2006","Malacoraja senta","Smooth skate","Common",30.634,0.0945454545454545,"Rare"
"10604","Northeast US","NEFSC Fall Bottom Trawl","2006","Maurolicus weitzmani","Atlantic pearlside","Rare",0.079,0.0472727272727273,"Rare"
"10605","Northeast US","NEFSC Fall Bottom Trawl","2006","Melanogrammus aeglefinus","Haddock","Highly Abundant",4584.558,0.287272727272727,"Common"
"10606","Northeast US","NEFSC Fall Bottom Trawl","2006","Menticirrhus americanus","Southern kingfish","Common",17.397,0.0472727272727273,"Rare"
"10607","Northeast US","NEFSC Fall Bottom Trawl","2006","Menticirrhus saxatilis","Northern kingfish","Less Common",2.915,0.0254545454545455,"Rare"
"10608","Northeast US","NEFSC Fall Bottom Trawl","2006","Merluccius albidus","Offshore hake","Common",4.973,0.0327272727272727,"Rare"
"10609","Northeast US","NEFSC Fall Bottom Trawl","2006","Merluccius bilinearis","Silver hake","Abundant",502.003,0.716363636363636,"Common"
"10610","Northeast US","NEFSC Fall Bottom Trawl","2006","Micropogonias undulatus","Atlantic croaker","Highly Abundant",2506.419,0.112727272727273,"Less Common"
"10611","Northeast US","NEFSC Fall Bottom Trawl","2006","Mustelus canis","Smooth dogfish","Highly Abundant",843.158,0.214545454545455,"Less Common"
"10612","Northeast US","NEFSC Fall Bottom Trawl","2006","Myliobatis freminvillei","Bullnose eagle ray","Common",266.79,0.0727272727272727,"Rare"
"10613","Northeast US","NEFSC Fall Bottom Trawl","2006","Myoxocephalus octodecemspinosus","Longhorn sculpin","Common",246.785,0.225454545454545,"Less Common"
"10614","Northeast US","NEFSC Fall Bottom Trawl","2006","Myxine glutinosa","Atlantic hagfish","Less Common",1.986,0.0509090909090909,"Rare"
"10615","Northeast US","NEFSC Fall Bottom Trawl","2006","Myzopsetta ferruginea","Yellowtail flounder","Abundant",347.242,0.214545454545455,"Less Common"
"10616","Northeast US","NEFSC Fall Bottom Trawl","2006","Opisthonema oglinum","Atlantic thread herring","Less Common",2.362,0.0290909090909091,"Rare"
"10617","Northeast US","NEFSC Fall Bottom Trawl","2006","Orthopristis chrysoptera","Pigfish","Less Common",1.101,0.0145454545454545,"Rare"
"10618","Northeast US","NEFSC Fall Bottom Trawl","2006","Ovalipes ocellatus","Ocellate lady crab","Less Common",1.008,0.0363636363636364,"Rare"
"10619","Northeast US","NEFSC Fall Bottom Trawl","2006","Ovalipes stephensoni","Coarsehand lady crab","Rare",0.035,0.00363636363636364,"Rare"
"10620","Northeast US","NEFSC Fall Bottom Trawl","2006","Pandalus borealis","Atlantic northern shrimp","Abundant",298.13,0.149090909090909,"Less Common"
"10621","Northeast US","NEFSC Fall Bottom Trawl","2006","Pandalus montagui","Aesop shrimp","Less Common",1.242,0.0290909090909091,"Rare"
"10622","Northeast US","NEFSC Fall Bottom Trawl","2006","Paralichthys dentatus","Summer flounder","Abundant",309.832,0.221818181818182,"Less Common"
"10623","Northeast US","NEFSC Fall Bottom Trawl","2006","Pasiphaea multidentata","Pink glass shrimp","Common",8.207,0.0727272727272727,"Rare"
"10624","Northeast US","NEFSC Fall Bottom Trawl","2006","Peprilus triacanthus","American butterfish","Highly Abundant",1339.943,0.618181818181818,"Common"
"10625","Northeast US","NEFSC Fall Bottom Trawl","2006","Peristedion miniatum","Armored searobin","Rare",0.384,0.00727272727272727,"Rare"
"10626","Northeast US","NEFSC Fall Bottom Trawl","2006","Phycis chesteri","Longfin hake","Rare",0.449,0.0145454545454545,"Rare"
"10627","Northeast US","NEFSC Fall Bottom Trawl","2006","Placopecten magellanicus","Atlantic sea scallop","Abundant",395.713,0.334545454545455,"Common"
"10628","Northeast US","NEFSC Fall Bottom Trawl","2006","Pollachius virens","Pollock","Abundant",290.335,0.0836363636363636,"Rare"
"10629","Northeast US","NEFSC Fall Bottom Trawl","2006","Polymixia lowei","Beardfish","Less Common",0.802,0.0145454545454545,"Rare"
"10630","Northeast US","NEFSC Fall Bottom Trawl","2006","Pomatomus saltatrix","Bluefish","Abundant",276.749,0.2,"Less Common"
"10631","Northeast US","NEFSC Fall Bottom Trawl","2006","Prionotus carolinus","Northern searobin","Common",101.078,0.149090909090909,"Less Common"
"10632","Northeast US","NEFSC Fall Bottom Trawl","2006","Prionotus evolans","Striped searobin","Common",24.071,0.0690909090909091,"Rare"
"10633","Northeast US","NEFSC Fall Bottom Trawl","2006","Pseudopleuronectes americanus","Winter flounder","Abundant",307.262,0.229090909090909,"Less Common"
"10634","Northeast US","NEFSC Fall Bottom Trawl","2006","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Common",28.5,0.0109090909090909,"Rare"
"10635","Northeast US","NEFSC Fall Bottom Trawl","2006","Rostroraja eglanteria","Clearnose skate","Common",37.982,0.08,"Rare"
"10636","Northeast US","NEFSC Fall Bottom Trawl","2006","Sardinella aurita","Spanish sardine","Less Common",3.825,0.0327272727272727,"Rare"
"10637","Northeast US","NEFSC Fall Bottom Trawl","2006","Scomber scombrus","Atlantic mackerel","Less Common",1.166,0.0218181818181818,"Rare"
"10638","Northeast US","NEFSC Fall Bottom Trawl","2006","Scomberesox saurus","Atlantic saury","Less Common",0.833,0.0181818181818182,"Rare"
"10639","Northeast US","NEFSC Fall Bottom Trawl","2006","Scomberomorus maculatus","Spanish mackerel","Less Common",1.08,0.00363636363636364,"Rare"
"10640","Northeast US","NEFSC Fall Bottom Trawl","2006","Scophthalmus aquosus","Windowpane flounder","Common",115.693,0.210909090909091,"Less Common"
"10641","Northeast US","NEFSC Fall Bottom Trawl","2006","Scyliorhinus retifer","Chain catshark","Common",7.371,0.0545454545454545,"Rare"
"10642","Northeast US","NEFSC Fall Bottom Trawl","2006","Sebastes fasciatus","Acadian redfish","Highly Abundant",2809.763,0.218181818181818,"Less Common"
"10643","Northeast US","NEFSC Fall Bottom Trawl","2006","Selene setapinnis","Atlantic moonfish","Rare",0.041,0.0509090909090909,"Rare"
"10644","Northeast US","NEFSC Fall Bottom Trawl","2006","Sphoeroides maculatus","Northern puffer","Rare",0.614,0.0254545454545455,"Rare"
"10645","Northeast US","NEFSC Fall Bottom Trawl","2006","Sphyraena borealis","Northern sennet","Rare",0.404,0.0145454545454545,"Rare"
"10646","Northeast US","NEFSC Fall Bottom Trawl","2006","Squalus acanthias","Spiny dogfish","Highly Abundant",23041.915,0.523636363636364,"Common"
"10647","Northeast US","NEFSC Fall Bottom Trawl","2006","Stenotomus chrysops","Scup","Abundant",630.252,0.214545454545455,"Less Common"
"10648","Northeast US","NEFSC Fall Bottom Trawl","2006","Synodus foetens","Inshore lizardfish","Less Common",1.646,0.0654545454545455,"Rare"
"10649","Northeast US","NEFSC Fall Bottom Trawl","2006","Tautogolabrus adspersus","Cunner","Common",12.406,0.0327272727272727,"Rare"
"10650","Northeast US","NEFSC Fall Bottom Trawl","2006","Trachurus lathami","Rough scad","Common",7.061,0.0254545454545455,"Rare"
"10651","Northeast US","NEFSC Fall Bottom Trawl","2006","Trichiurus lepturus","Atlantic cutlassfish","Rare",0.005,0.00363636363636364,"Rare"
"10652","Northeast US","NEFSC Fall Bottom Trawl","2006","Urophycis chuss","Red hake","Abundant",328.02,0.469090909090909,"Common"
"10653","Northeast US","NEFSC Fall Bottom Trawl","2006","Urophycis regia","Spotted hake","Common",185.612,0.298181818181818,"Common"
"10654","Northeast US","NEFSC Fall Bottom Trawl","2006","Urophycis tenuis","White hake","Abundant",340.807,0.247272727272727,"Less Common"
"10655","Northeast US","NEFSC Fall Bottom Trawl","2006","Zenopsis conchifer","Silvery john dory","Common",8.608,0.0218181818181818,"Rare"
"10656","Northeast US","NEFSC Fall Bottom Trawl","2006","Zoarces americanus","Ocean pout","Common",13.209,0.0909090909090909,"Rare"
"10657","Northeast US","NEFSC Fall Bottom Trawl","2007","Alosa aestivalis","Blueback herring","Less Common",1.421,0.0343511450381679,"Rare"
"10658","Northeast US","NEFSC Fall Bottom Trawl","2007","Alosa pseudoharengus","Alewife","Common",39.326,0.0877862595419847,"Rare"
"10659","Northeast US","NEFSC Fall Bottom Trawl","2007","Alosa sapidissima","American shad","Common",4.047,0.0267175572519084,"Rare"
"10660","Northeast US","NEFSC Fall Bottom Trawl","2007","Amblyraja radiata","Thorny skate","Common",58.532,0.083969465648855,"Rare"
"10661","Northeast US","NEFSC Fall Bottom Trawl","2007","Ammodytes dubius","Northern sand lance","Common",99.083,0.083969465648855,"Rare"
"10662","Northeast US","NEFSC Fall Bottom Trawl","2007","Anchoa hepsetus","Striped anchovy","Common",219.745,0.0725190839694656,"Rare"
"10663","Northeast US","NEFSC Fall Bottom Trawl","2007","Anchoa mitchilli","Bay anchovy","Common",36.809,0.0267175572519084,"Rare"
"10664","Northeast US","NEFSC Fall Bottom Trawl","2007","Antigonia capros","Deepbody boarfish","Rare",0.111,0.00763358778625954,"Rare"
"10665","Northeast US","NEFSC Fall Bottom Trawl","2007","Ariomma bondi","Silver rag driftfish","Rare",0.009,0.00381679389312977,"Rare"
"10666","Northeast US","NEFSC Fall Bottom Trawl","2007","Aspidophoroides monopterygius","Alligatorfish","Rare",0.026,0.0381679389312977,"Rare"
"10667","Northeast US","NEFSC Fall Bottom Trawl","2007","Atlantopandalus propinqvus","Similar shrimp","Less Common",0.815,0.0381679389312977,"Rare"
"10668","Northeast US","NEFSC Fall Bottom Trawl","2007","Bathypolypus arcticus","North atlantic octopus","Less Common",1.797,0.110687022900763,"Less Common"
"10669","Northeast US","NEFSC Fall Bottom Trawl","2007","Bathytoshia centroura","Roughtail stingray","Common",85.08,0.0190839694656489,"Rare"
"10670","Northeast US","NEFSC Fall Bottom Trawl","2007","Brosme brosme","Cusk","Less Common",0.7,0.00381679389312977,"Rare"
"10671","Northeast US","NEFSC Fall Bottom Trawl","2007","Cancer borealis","Jonah crab","Common",16.162,0.225190839694656,"Less Common"
"10672","Northeast US","NEFSC Fall Bottom Trawl","2007","Cancer irroratus","Atlantic rock crab","Less Common",2.162,0.16412213740458,"Less Common"
"10673","Northeast US","NEFSC Fall Bottom Trawl","2007","Caranx crysos","Blue runner","Common",4.111,0.0114503816793893,"Rare"
"10674","Northeast US","NEFSC Fall Bottom Trawl","2007","Centropristis striata","Black sea bass","Common",15.937,0.103053435114504,"Less Common"
"10675","Northeast US","NEFSC Fall Bottom Trawl","2007","Chaceon quinquedens","Red deepsea crab","Common",6.245,0.0343511450381679,"Rare"
"10676","Northeast US","NEFSC Fall Bottom Trawl","2007","Chlorophthalmus agassizi","Shortnose greeneye","Rare",0.693,0.0229007633587786,"Rare"
"10677","Northeast US","NEFSC Fall Bottom Trawl","2007","Citharichthys arctifrons","Gulf stream flounder","Common",7.602,0.217557251908397,"Less Common"
"10678","Northeast US","NEFSC Fall Bottom Trawl","2007","Clupea harengus","Atlantic herring","Abundant",662.23,0.301526717557252,"Common"
"10679","Northeast US","NEFSC Fall Bottom Trawl","2007","Cryptacanthodes maculatus","Wrymouth","Less Common",0.843,0.0229007633587786,"Rare"
"10680","Northeast US","NEFSC Fall Bottom Trawl","2007","Cynoscion regalis","Weakfish","Common",57.578,0.049618320610687,"Rare"
"10681","Northeast US","NEFSC Fall Bottom Trawl","2007","Decapterus punctatus","Round scad","Rare",0.192,0.0229007633587786,"Rare"
"10682","Northeast US","NEFSC Fall Bottom Trawl","2007","Dichelopandalus leptocerus","Bristled longbeak","Common",26.731,0.137404580152672,"Less Common"
"10683","Northeast US","NEFSC Fall Bottom Trawl","2007","Dipturus laevis","Barndoor skate","Common",173.48,0.0877862595419847,"Rare"
"10684","Northeast US","NEFSC Fall Bottom Trawl","2007","Doryteuthis pealeii","Longfin inshore squid","Highly Abundant",1360.988,0.511450381679389,"Common"
"10685","Northeast US","NEFSC Fall Bottom Trawl","2007","Enchelyopus cimbrius","Fourbeard rockling","Less Common",1.432,0.049618320610687,"Rare"
"10686","Northeast US","NEFSC Fall Bottom Trawl","2007","Etrumeus sadina","Round herring","Abundant",361.674,0.0381679389312977,"Rare"
"10687","Northeast US","NEFSC Fall Bottom Trawl","2007","Gadus morhua","Atlantic cod","Abundant",349.217,0.175572519083969,"Less Common"
"10688","Northeast US","NEFSC Fall Bottom Trawl","2007","Glyptocephalus cynoglossus","Witch flounder","Common",40.202,0.16030534351145,"Less Common"
"10689","Northeast US","NEFSC Fall Bottom Trawl","2007","Helicolenus dactylopterus","Blackbelly rosefish","Common",47.358,0.122137404580153,"Less Common"
"10690","Northeast US","NEFSC Fall Bottom Trawl","2007","Hemitripterus americanus","Sea raven","Common",128.902,0.209923664122137,"Less Common"
"10691","Northeast US","NEFSC Fall Bottom Trawl","2007","Hippoglossina oblonga","American fourspot flounder","Common",154.801,0.374045801526718,"Common"
"10692","Northeast US","NEFSC Fall Bottom Trawl","2007","Hippoglossoides platessoides","American plaice","Common",172.627,0.236641221374046,"Less Common"
"10693","Northeast US","NEFSC Fall Bottom Trawl","2007","Hippoglossus hippoglossus","Atlantic halibut","Common",9.02,0.0152671755725191,"Rare"
"10694","Northeast US","NEFSC Fall Bottom Trawl","2007","Homarus americanus","American lobster","Abundant",344.34,0.32824427480916,"Common"
"10695","Northeast US","NEFSC Fall Bottom Trawl","2007","Hypanus say","Bluntnose stingray","Abundant",463.89,0.049618320610687,"Rare"
"10696","Northeast US","NEFSC Fall Bottom Trawl","2007","Illex illecebrosus","Northern shortfin squid","Abundant",556.191,0.606870229007634,"Common"
"10697","Northeast US","NEFSC Fall Bottom Trawl","2007","Larimus fasciatus","Banded drum","Less Common",2.111,0.0114503816793893,"Rare"
"10698","Northeast US","NEFSC Fall Bottom Trawl","2007","Leiostomus xanthurus","Spot","Abundant",314.113,0.0648854961832061,"Rare"
"10699","Northeast US","NEFSC Fall Bottom Trawl","2007","Lepophidium profundorum","Fawn cusk-eel","Common",4.762,0.106870229007634,"Less Common"
"10700","Northeast US","NEFSC Fall Bottom Trawl","2007","Leucoraja erinaceus","Little skate","Abundant",524.489,0.351145038167939,"Common"
"10701","Northeast US","NEFSC Fall Bottom Trawl","2007","Leucoraja garmani","Rosette skate","Common",4.471,0.0305343511450382,"Rare"
"10702","Northeast US","NEFSC Fall Bottom Trawl","2007","Leucoraja ocellata","Winter skate","Highly Abundant",1295.359,0.229007633587786,"Less Common"
"10703","Northeast US","NEFSC Fall Bottom Trawl","2007","Limulus polyphemus","Horseshoe crab","Less Common",2.92,0.0114503816793893,"Rare"
"10704","Northeast US","NEFSC Fall Bottom Trawl","2007","Lithodes maja","Norway king crab","Rare",0.536,0.0114503816793893,"Rare"
"10705","Northeast US","NEFSC Fall Bottom Trawl","2007","Lophius americanus","Monkfish","Common",160.089,0.190839694656489,"Less Common"
"10706","Northeast US","NEFSC Fall Bottom Trawl","2007","Malacoraja senta","Smooth skate","Common",16.867,0.0725190839694656,"Rare"
"10707","Northeast US","NEFSC Fall Bottom Trawl","2007","Maurolicus weitzmani","Atlantic pearlside","Less Common",0.805,0.0725190839694656,"Rare"
"10708","Northeast US","NEFSC Fall Bottom Trawl","2007","Melanogrammus aeglefinus","Haddock","Highly Abundant",6792.803,0.244274809160305,"Less Common"
